title,structural_archetype,primary_domain,sub_category,published_date,publish_day,publish_hour,views,likes,comments,engagement_rate_%,duration_formatted,thumbnail_url,url,video_id,description_clean
#quran #ramadan #drabdussamie #quranacademyfsd,General Discourse,General Public Address,Unassigned Overview Topics,2023-03-08,Wednesday,2,77,11,0,14.29,00:33,https://i.ytimg.com/vi/EehHqA5OXyc/maxresdefault.jpg,https://youtube.com/watch?v=EehHqA5OXyc,EehHqA5OXyc,
"عبادت و خلافت اور جدید اسلامی ریاست | Ibadat, Khliafat, & Modern Islamic State | Special Lecture 4-B",General Discourse,Islamic Political Systems,General Discussion,2022-12-06,Tuesday,4,77,8,1,11.69,38:10,https://i.ytimg.com/vi/Kyq9XLzhDAY/maxresdefault.jpg,https://youtube.com/watch?v=Kyq9XLzhDAY,Kyq9XLzhDAY,"Special Lecture series 4-B #Modernislamicstate #khilafat #جدیداسلامی ریاست #عبادت Please subscribe to our channel And Press Bell Button. So, You can received our latest videos... Also like our videos and share with family and friends... If you have any questions or suggestions please let us know through your valuable comments... Thanks for watching this video..."
23. Sora Younus | Ramzan 26,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2026-03-01,Sunday,8,76,3,0,3.95,55:35,https://i.ytimg.com/vi/WkQSZJuPNjk/maxresdefault.jpg,https://youtube.com/watch?v=WkQSZJuPNjk,WkQSZJuPNjk,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
حضرت موسٰیؑ کی تحریک آزادی,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2024-11-24,Sunday,4,76,6,0,7.89,59:56,https://i.ytimg.com/vi/xg82texkoKo/sddefault.jpg,https://youtube.com/watch?v=xg82texkoKo,xg82texkoKo,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
Holy Land! What Should We Do? | ارضِ مقدس ہم کیا کریں؟,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2023-10-16,Monday,13,76,8,0,10.53,30:45,https://i.ytimg.com/vi/mY9soc1Jc-0/maxresdefault.jpg,https://youtube.com/watch?v=mY9soc1Jc-0,mY9soc1Jc-0,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends... Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
35. Sora Mominon | Ramzan 26,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2026-03-07,Saturday,5,75,3,0,4.0,42:36,https://i.ytimg.com/vi/xYsinTXLfgs/maxresdefault.jpg,https://youtube.com/watch?v=xYsinTXLfgs,xYsinTXLfgs,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
26. Sora Raàd & Ibrahim | Ramzan 26,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2026-03-03,Tuesday,6,75,5,0,6.67,01:35:03,https://i.ytimg.com/vi/5KrI9g2tdEs/maxresdefault.jpg,https://youtube.com/watch?v=5KrI9g2tdEs,5KrI9g2tdEs,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
6b. Mission of Muslims. Maida 1,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2024-03-17,Sunday,5,75,7,0,9.33,01:05:33,https://i.ytimg.com/vi/1V2AjUWJydQ/maxresdefault.jpg,https://youtube.com/watch?v=1V2AjUWJydQ,1V2AjUWJydQ,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
"With the Parents,.. ""BEST"" | وبالوالدین احسانا | Khutba e jumma",General Discourse,Socio-Spiritual Ethics & Family,Social & Family Ethics,2023-07-14,Friday,16,74,7,0,9.46,26:08,https://i.ytimg.com/vi/TdTqSjqfBtk/maxresdefault.jpg,https://youtube.com/watch?v=TdTqSjqfBtk,TdTqSjqfBtk,"Khutba e Jumma 14-07-23 #quran #parents #والدین #حقوق Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
Shame -3 | حیا و پاکبازی | Don't go near.. | قریب بھی مت جاؤ |Special Lecture 11,General Discourse,Constitutional Law & Statecraft,Amendments & Legal History,2023-02-03,Friday,16,74,5,0,6.76,19:42,https://i.ytimg.com/vi/4Nmy9XTFflk/maxresdefault.jpg,https://youtube.com/watch?v=4Nmy9XTFflk,4Nmy9XTFflk,"Sex Discipline in Islam -3 | حیا و پاکبازی | Don't go near.. | قریب بھی مت جاؤ | Special Lecture # 11 This is a group of lectures about the Quranic descriptions of Islamic principles of Shame, Chastity, Sex Discipline, and refraining from vulgarity. #vulgarity #shame #Chastity #Sex_discipline #dress #shatan Please subscribe to our channel And Press the bell Button. So, You can receive our latest videos... Also, like our videos and share them with family and friends... If you have any questions or suggestions please let us know through your valuable comments... Thanks for watching this video.."
18. Aaraf 130 to 206 | Ramzan 26,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2026-02-27,Friday,7,73,2,0,2.74,01:02:31,https://i.ytimg.com/vi/Px92Gn1Qa8M/maxresdefault.jpg,https://youtube.com/watch?v=Px92Gn1Qa8M,Px92Gn1Qa8M,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
17. Aaraf 35-127 # Dora Quran 2025,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2025-03-08,Saturday,19,73,6,0,8.22,01:05:25,https://i.ytimg.com/vi/2fjM5CqrDwM/maxresdefault.jpg,https://youtube.com/watch?v=2fjM5CqrDwM,2fjM5CqrDwM,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
21. Sora Touba 38 to 72 | Ramzan 26,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2026-03-01,Sunday,6,72,4,0,5.56,01:24:15,https://i.ytimg.com/vi/kXw-BE02Sf4/maxresdefault.jpg,https://youtube.com/watch?v=kXw-BE02Sf4,kXw-BE02Sf4,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
38. Sora Ankabot & Room # Dora Quran 2025,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2025-03-20,Thursday,6,72,11,0,15.28,01:44:06,https://i.ytimg.com/vi/vrcs4IBm3kk/maxresdefault.jpg,https://youtube.com/watch?v=vrcs4IBm3kk,vrcs4IBm3kk,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
35. Sorat Furqan & Shuaraa # Dora Quran 2025,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2025-03-18,Tuesday,7,72,3,0,4.17,01:18:05,https://i.ytimg.com/vi/8ZDQr8QMbwI/maxresdefault.jpg,https://youtube.com/watch?v=8ZDQr8QMbwI,8ZDQr8QMbwI,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
11- Aal e Imran R13-16 | Dora Tarjuma Quran 2023,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2023-06-25,Sunday,11,72,7,2,12.5,51:27,https://i.ytimg.com/vi/UE7W-np2mHo/maxresdefault.jpg,https://youtube.com/watch?v=UE7W-np2mHo,UE7W-np2mHo,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends... Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
"46. Sorat Dukhan, Jasia, Ahqaf ayat 20 # Dora Quran 2025",Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2025-03-23,Sunday,18,71,6,0,8.45,01:47:48,https://i.ytimg.com/vi/7sEFR07qaWA/maxresdefault.jpg,https://youtube.com/watch?v=7sEFR07qaWA,7sEFR07qaWA,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
15&16&17. Anaam 141 - Aaraf 146 # Dora Quran 2025,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2025-03-08,Saturday,19,71,7,0,9.86,01:38:15,https://i.ytimg.com/vi/Qi8v_IbGTo8/maxresdefault.jpg,https://youtube.com/watch?v=Qi8v_IbGTo8,Qi8v_IbGTo8,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
"55. Sorah Qaaf, Zariat | Ramzan 26",Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2026-03-15,Sunday,7,70,5,0,7.14,41:50,https://i.ytimg.com/vi/mgiWL6cJHDY/maxresdefault.jpg,https://youtube.com/watch?v=mgiWL6cJHDY,mgiWL6cJHDY,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
4. Baqarah 177-220 # Dora Quran 2025,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2025-03-02,Sunday,19,70,9,0,12.86,01:01:41,https://i.ytimg.com/vi/CF-oVxAxIAA/maxresdefault.jpg,https://youtube.com/watch?v=CF-oVxAxIAA,CF-oVxAxIAA,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
la ilaha illallah | لا الہ الا اللہ | Solution to all problems,Standalone Keynotes,General Public Address,Unassigned Overview Topics,2023-10-28,Saturday,6,70,4,1,7.14,19:24,https://i.ytimg.com/vi/BaGeAF5oaoU/maxresdefault.jpg,https://youtube.com/watch?v=BaGeAF5oaoU,BaGeAF5oaoU,Khutba e Jumma 27-10-2023 #quran #muhammad #jummamubarak #tarjumaequran #lailahaillallah #justice #unity #taqwa
06- Baqara R23-27 | Dora Tarjuma Quran 2023,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2023-04-25,Tuesday,6,70,6,0,8.57,01:07:36,https://i.ytimg.com/vi/rM2VDSXqEmw/maxresdefault.jpg,https://youtube.com/watch?v=rM2VDSXqEmw,rM2VDSXqEmw,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends... Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
37. Sora Qasas till end # Dora Quran 2025,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2025-03-19,Wednesday,7,69,6,0,8.7,51:05,https://i.ytimg.com/vi/Q4nEjDKQM5U/maxresdefault.jpg,https://youtube.com/watch?v=Q4nEjDKQM5U,Q4nEjDKQM5U,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
"Rahman, Quran and Mezan(Justice) | رحمٰن، قرآن اور میزان | اسلام اور عدل و انصاف Special Lecture 8",General Discourse,Civilizational History & Seerah,Prophetic Era (Seerah),2023-01-22,Sunday,5,69,7,0,10.14,01:05:31,https://i.ytimg.com/vi/fnopPA5uZFM/maxresdefault.jpg,https://youtube.com/watch?v=fnopPA5uZFM,fnopPA5uZFM,"Rahman, Quran and Mezan(Justice) | رحمٰن، قرآن اور میزان | اسلام میں عدل و انصاف کی اہمیت Special Lecture Series # 8 There are 2 aspects of the Purpose of Prophethood To convey the Book of Allah and Struggle for Justice #justice #rahman #muhammad #quran #عدل #انصاف #قرآن #رحمن Please subscribe to our channel And Press the bell Button. So, You can receive our latest videos... Also, like our videos and share them with family and friends... If you have any questions or suggestions please let us know through your valuable comments... Thanks for watching this video..."
59. Sora Mumtahina & Saff | Ramzan 26,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2026-03-17,Tuesday,7,68,6,0,8.82,02:34:40,https://i.ytimg.com/vi/63k7lRlZbis/maxresdefault.jpg,https://youtube.com/watch?v=63k7lRlZbis,63k7lRlZbis,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
58. Sora Hashar | Ramzan 26,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2026-03-16,Monday,8,68,3,0,4.41,57:21,https://i.ytimg.com/vi/o4rBJfxAtyM/maxresdefault.jpg,https://youtube.com/watch?v=o4rBJfxAtyM,o4rBJfxAtyM,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
21. Toba 30-129 # Dora Quran 2025,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2025-03-11,Tuesday,7,68,5,0,7.35,02:00:56,https://i.ytimg.com/vi/Vuns7-_t2hY/maxresdefault.jpg,https://youtube.com/watch?v=Vuns7-_t2hY,Vuns7-_t2hY,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
11. Nisaa 135 - Maida 11 # Dora Quran 2025,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2025-03-07,Friday,6,68,9,0,13.24,01:22:19,https://i.ytimg.com/vi/i0ePLQNvmx0/maxresdefault.jpg,https://youtube.com/watch?v=i0ePLQNvmx0,i0ePLQNvmx0,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
We are in Crises. What we must do?,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2024-08-05,Monday,6,68,6,0,8.82,01:02:08,https://i.ytimg.com/vi/GNsGwc859Bg/sddefault.jpg,https://youtube.com/watch?v=GNsGwc859Bg,GNsGwc859Bg,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
