title,primary_domain,structural_archetype,published_date,publish_day,publish_hour,views,likes,comments,engagement_rate_%,duration_formatted,thumbnail_url,url,video_id,description_clean
22. Sorat Yunus complete # Dora Quran 2025,Ramazan 2025,Standalone Keynotes,12-03-25,Wednesday,6,90,9,0,10,1:26:51,https://i.ytimg.com/vi/UZP5a_M5ESE/maxresdefault.jpg,https://youtube.com/watch?v=UZP5a_M5ESE,UZP5a_M5ESE,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
50- Kahaf R4-8/A37-59 | Dora Tarjuma Quran,Dora Tarjuma Quran 2023,Standalone Keynotes,17-12-23,Sunday,5,89,9,0,10.11,43:30:00,https://i.ytimg.com/vi/fRF3DFfARTg/maxresdefault.jpg,https://youtube.com/watch?v=fRF3DFfARTg,fRF3DFfARTg,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends... Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
"Ramazan, Quran, Pakistan | رمضان، قرآن، پاکستان | Khutba e Jumma",Khutba e Jumma,General Discourse,27-03-23,Monday,10,89,15,4,21.35,32:11:00,https://i.ytimg.com/vi/jeVHDw8oARA/maxresdefault.jpg,https://youtube.com/watch?v=jeVHDw8oARA,jeVHDw8oARA,"24-03-2023 #quran #muhammad #ramazan #pakistan #freedom Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
اسی قرآں میں ہے اب ترکِ جہاں کی تعلیم | Iqbal & Quran with friends | ضربِ کلیم | Ep.08,IQBAL & QURAN with friends,General Discourse,15-03-23,Wednesday,3,88,11,0,12.5,12:47,https://i.ytimg.com/vi/xBfvNNYMIMo/maxresdefault.jpg,https://youtube.com/watch?v=xBfvNNYMIMo,xBfvNNYMIMo,"A collective study of Kalam e Iqbal with reference to the Quran. #اقبال #کلام #قرآن #quran #iqbal #momin #poetry #iqbalpoetry Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
22. Sora Touba 73 to 129 | Ramzan 26,Tarjuma Quran in Ramazan 2026,Standalone Keynotes,01-03-26,Sunday,7,87,6,0,6.9,59:58:00,https://i.ytimg.com/vi/Sny5p02CRjU/maxresdefault.jpg,https://youtube.com/watch?v=Sny5p02CRjU,Sny5p02CRjU,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
8. Aale Imran 121-200 # Dora Quran 2025,Ramazan 2025,Standalone Keynotes,05-03-25,Wednesday,7,87,9,1,11.49,1:13:26,https://i.ytimg.com/vi/nyMlBEnEVEQ/maxresdefault.jpg,https://youtube.com/watch?v=nyMlBEnEVEQ,nyMlBEnEVEQ,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
شرک فی الخوف #quran #tarjuma #qurantranslation #muhammad,Unassigned Individual Uploads,Standalone Keynotes,26-03-24,Tuesday,6,87,12,0,13.79,1:01,https://i.ytimg.com/vi/4vA0L3NOsCs/maxresdefault.jpg,https://youtube.com/watch?v=4vA0L3NOsCs,4vA0L3NOsCs,Video from Dr Haseeb
20a. Sajda to Ahzab. Grand Alliance against Madina,Live Ramazan 2024,Standalone Keynotes,31-03-24,Sunday,6,86,6,0,6.98,1:45:41,https://i.ytimg.com/vi/t-F73UhgsMg/maxresdefault.jpg,https://youtube.com/watch?v=t-F73UhgsMg,t-F73UhgsMg,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
ڈاکٹر اسرار احمد رحمہ اللہ اپنے زمانے کی آئینی ترمیم کے بارے میں ,Our Teachers,General Discourse,14-11-25,Friday,5,86,3,0,3.49,4:34,https://i.ytimg.com/vi/d2JXDYbPsHE/hqdefault.jpg,https://youtube.com/watch?v=d2JXDYbPsHE,d2JXDYbPsHE,میں يہ بالکل نہیں کہوں گا کہ اگر ڈاکٹر صاحب کے زمانے میں یہ ہوتا تو۔۔۔ یا اگر ڈاکٹر صاحب اس زمانے میں ہوتے تو۔۔۔ کیونکہ تلک امہ قد خلت لھا ما کسبت ولکم ما کسبتم *ولا تسألون عما كانو يعملون* تھے تو آباء وہ تمہارے ہی مگر تم کیا ہو؟
Quranic Belief & Recitation | قرآن پر ایمان اور تلاوت | Khutba e Jumma,Khutba e Jumma,General Discourse,24-12-23,Sunday,3,86,7,0,8.14,25:18:00,https://i.ytimg.com/vi/QXL37zJ2WOc/maxresdefault.jpg,https://youtube.com/watch?v=QXL37zJ2WOc,QXL37zJ2WOc,"Khutba e Jumma 07-04-23 #quran #ramazan #قرآن #tilawat #تلاوت #ایمان #iman Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
50. Sora Hamim Sajda & Shooraa | Ramzan 26,Tarjuma Quran in Ramazan 2026,Standalone Keynotes,13-03-26,Friday,7,85,3,0,3.53,1:54:00,https://i.ytimg.com/vi/C31mrm2QYSY/maxresdefault.jpg,https://youtube.com/watch?v=C31mrm2QYSY,C31mrm2QYSY,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
Seerat un Nabi ﷺ Last class | اختتامی کلاس | فتح مکہ سے دورِ حاظر تک,Seerat un Nabi (S.A.W) | سیرت النبی ﷺ |,Serial Coursework,17-01-23,Tuesday,3,85,9,2,12.94,29:40:00,https://i.ytimg.com/vi/6EWpMldVTKE/maxresdefault.jpg,https://youtube.com/watch?v=6EWpMldVTKE,6EWpMldVTKE,"A short course on Seerat un Nabi ﷺ | Last Class اختتامی کلاس | فتح مکہ سے دورِ حاظر تک #madina #islamicsystem #muslimsociety Life of prophet Muhammad SAW. #muhammad #prophetmuhammad #prophet #سیرت_نبوی #سیرت_النبی #سیرت #seerat #seeratunnabi Please subscribe to our channel And Press Bell Button. So, You can receive our latest videos... Also, like our videos and share them with family and friends... If you have any questions or suggestions please let us know through your valuable comments... Thanks for watching this video"
Islam ka Adal aur hum | اسلام کا  عدل و انصاف اور ہم | Khutba e Jumma,Khutba e Jumma,General Discourse,26-08-23,Saturday,6,85,2,0,2.35,29:45:00,https://i.ytimg.com/vi/J-NykC6ieDU/maxresdefault.jpg,https://youtube.com/watch?v=J-NykC6ieDU,J-NykC6ieDU,"اسلام کا انفرادی، سماجی، معاشی، سیاسی اور عدالتی سطح پر عدل و انصاف کا نظام اور موجودہ مسلمان Khutba e Jumma 25-08-2023 #islam #quran #muhammad #justice #muslim"
ہدایت کسے ملتی ہے؟ | Who gets hidayat | Special Lecture 5,SPECIAL LECTURE SERIES,Thematic Academic Seminars,27-12-22,Tuesday,3,85,7,0,8.24,49:50:00,https://i.ytimg.com/vi/Ns3Rklr-Ixc/maxresdefault.jpg,https://youtube.com/watch?v=Ns3Rklr-Ixc,Ns3Rklr-Ixc,"Special Lecture series # 5 #hidayah #taqwa #abubakar #khadija #omar #abulahab #abujahal #ہدایت #تقوی #ہمدردی Please subscribe to our channel And Press the bell Button. So, You can receive our latest videos... Also, like our videos and share them with family and friends... If you have any questions or suggestions please let us know through your valuable comments... Thanks for watching this video..."
"Quranic Economic principles -3 | خرچ کرو، اپنے پر، اپنوں پر اور حقداروں پر",SPECIAL LECTURE SERIES,Thematic Academic Seminars,07-03-23,Tuesday,10,85,8,1,10.59,30:54:00,https://i.ytimg.com/vi/C_6L66Zvoeg/maxresdefault.jpg,https://youtube.com/watch?v=C_6L66Zvoeg,C_6L66Zvoeg,"قرآنی معاشی تعلیمات -3 | Special lecture series # 3 Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
جزاہ اللہ خیرا,Unassigned Individual Uploads,General Discourse,07-11-23,Tuesday,14,84,9,0,10.71,1:01,https://i.ytimg.com/vi/TVx7_pg0onM/maxresdefault.jpg,https://youtube.com/watch?v=TVx7_pg0onM,TVx7_pg0onM,
48. Sora Zumar | Ramzan 26,Tarjuma Quran in Ramazan 2026,Standalone Keynotes,12-03-26,Thursday,7,83,3,0,3.61,41:36:00,https://i.ytimg.com/vi/vhaxgJnQfDw/maxresdefault.jpg,https://youtube.com/watch?v=vhaxgJnQfDw,vhaxgJnQfDw,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
11. Nisaa 105 to 176 | Ramzan 26,Tarjuma Quran in Ramazan 2026,Standalone Keynotes,24-02-26,Tuesday,5,83,8,0,9.64,1:13:35,https://i.ytimg.com/vi/WI08P7NncGo/maxresdefault.jpg,https://youtube.com/watch?v=WI08P7NncGo,WI08P7NncGo,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
19. Aaraf 158- Anfaal 20 # Dora Quran 2025,Ramazan 2025,Standalone Keynotes,09-03-25,Sunday,17,83,8,1,10.84,1:30:23,https://i.ytimg.com/vi/STJ-maEG1MU/maxresdefault.jpg,https://youtube.com/watch?v=STJ-maEG1MU,STJ-maEG1MU,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
36. Sorat Namal & Qasas 21 aayat # Dora Quran 2025,Ramazan 2025,Standalone Keynotes,19-03-25,Wednesday,6,83,8,0,9.64,1:24:55,https://i.ytimg.com/vi/_oq8s_ZP40k/maxresdefault.jpg,https://youtube.com/watch?v=_oq8s_ZP40k,_oq8s_ZP40k,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
43. Sorat Saad & Zumar # Dora Quran 2025,Ramazan 2025,Standalone Keynotes,22-03-25,Saturday,8,83,4,0,4.82,1:28:24,https://i.ytimg.com/vi/H7wCqGqogOs/maxresdefault.jpg,https://youtube.com/watch?v=H7wCqGqogOs,H7wCqGqogOs,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
66- Naml Complete | Dora Tarjuma Quran,Dora Tarjuma Quran 2023,Standalone Keynotes,13-02-24,Tuesday,3,83,12,2,16.87,55:41:00,https://i.ytimg.com/vi/_aDTRsPoJ7I/maxresdefault.jpg,https://youtube.com/watch?v=_aDTRsPoJ7I,_aDTRsPoJ7I,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends... Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
Time Management & Self Purification | Khutbah e Jumma,Khutba e Jumma,Standalone Keynotes,20-01-23,Friday,18,83,12,1,15.66,26:34:00,https://i.ytimg.com/vi/N3W2nF3Vpmo/maxresdefault.jpg,https://youtube.com/watch?v=N3W2nF3Vpmo,N3W2nF3Vpmo,"Khutba e Jumma 20-01-23 | Time Management & Self Purification #تزکیہ #timemanagement #time #timemanagementstrategies #timemanagementtips #selfimprovement #selfcare Please subscribe to our channel And Press Bell Button. So, You can receive our latest videos... Also, like our videos and share them with family and friends... If you have any questions or suggestions please let us know through your valuable comments... Thanks for watching this video..."
ناظرین سے| Iqbal & Quran with friends | ضربِ کلیم -11,IQBAL & QURAN with friends,General Discourse,25-06-23,Sunday,8,83,8,0,9.64,12:17,https://i.ytimg.com/vi/qpQ9iSd5kQw/maxresdefault.jpg,https://youtube.com/watch?v=qpQ9iSd5kQw,qpQ9iSd5kQw,"A collective study of Kalam e Iqbal with reference to the Quran. #iqbal #iqbalpoetry #zarbekaleem Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
05- Baqara R17-22 | Dora tarjuma Quran 2023,Dora Tarjuma Quran 2023,Standalone Keynotes,20-04-23,Thursday,17,82,7,1,9.76,49:50:00,https://i.ytimg.com/vi/x4sXC1Df_m8/maxresdefault.jpg,https://youtube.com/watch?v=x4sXC1Df_m8,x4sXC1Df_m8,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends... Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
قبائلى نظام اور شورى,Unassigned Individual Uploads,General Discourse,07-02-24,Wednesday,18,81,9,0,11.11,1:01,https://i.ytimg.com/vi/t0xr0AOswI8/maxresdefault.jpg,https://youtube.com/watch?v=t0xr0AOswI8,t0xr0AOswI8,
42. Sora Ankabot | Ramzan 26,Tarjuma Quran in Ramazan 2026,Standalone Keynotes,10-03-26,Tuesday,5,80,3,0,3.75,1:13:41,https://i.ytimg.com/vi/ZUjMoZ_yCQ4/maxresdefault.jpg,https://youtube.com/watch?v=ZUjMoZ_yCQ4,ZUjMoZ_yCQ4,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
45. Sora Fussilat 30 to Shura & Zukhruf end # Dora Quran 2025,Ramazan 2025,Standalone Keynotes,22-03-25,Saturday,20,80,5,1,7.5,1:43:44,https://i.ytimg.com/vi/SDdEa-eIK6g/maxresdefault.jpg,https://youtube.com/watch?v=SDdEa-eIK6g,SDdEa-eIK6g,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
9. Quranic Arabic Class | Past tense detail,Online Quranic Arabic Course,Standalone Keynotes,08-02-25,Saturday,4,80,3,0,3.75,1:13:05,https://i.ytimg.com/vi/fbjxDITPRPE/maxresdefault.jpg,https://youtube.com/watch?v=fbjxDITPRPE,fbjxDITPRPE,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
PALASTINE ki jangi madad Kon kry? Kesy kry?,Khutba e Jumma,Standalone Keynotes,06-04-24,Saturday,7,79,2,0,2.53,29:17:00,https://i.ytimg.com/vi/dGjUw5NGMms/maxresdefault.jpg,https://youtube.com/watch?v=dGjUw5NGMms,dGjUw5NGMms,"#quran #palastine #aqsa #israelpalestineconflict #israel #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
Ramazan & Dora Tarjuma Quran,Khutba e Jumma,Standalone Keynotes,13-03-24,Wednesday,8,79,9,2,13.92,23:47,https://i.ytimg.com/vi/bOTeaTZRUfE/maxresdefault.jpg,https://youtube.com/watch?v=bOTeaTZRUfE,bOTeaTZRUfE,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends... Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
بہار ہو کہ خزاں لا الہ الا اللہ| Iqbal & Quran with friends | ضربِ کلیم | Ep.06,IQBAL & QURAN with friends,General Discourse,26-02-23,Sunday,13,79,8,0,10.13,8:31,https://i.ytimg.com/vi/sIWZ4ULaDM4/maxresdefault.jpg,https://youtube.com/watch?v=sIWZ4ULaDM4,sIWZ4ULaDM4,"A collective study of Kalam e Iqbal with reference to the Quran. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
